carrera,legajo,plan,fecha_ingreso,calidad,localidad_nacimiento,colegio_secundario,titulo_secundario
206,72,1995,11/04/07,A,Indeterminada,ESCUELA INSDUSTRIAL Nº 5,
206,101,1995,11/04/07,A,MAR DEL PLATA,ESCUELA MIXTA SUPERIOR NORMAL SARMIENTO,
206,5500,1995,11/04/07,A,BENITO JUAREZ,ESCUELA DE COMERCIO GENERAL MANUEL BELGRANO,
206,5443,1995,11/04/07,E,MAR DEL PLATA,INSTITUTO ALBERT EINSTEIN,Bachiller Modalidad Ciencias Naturales
206,5730,1995,12/04/07,A,Indeterminada,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,981,1995,12/04/07,A,OLAVARRIA,COLEGIO POVINCIAL DE CHIMBAS,
206,4377,1995,13/04/07,A,RAUCH,COLEGIO SECUNDARIO JUAN PABLO II,
206,2656,1995,13/04/07,E,,COL. NAC. A. ALVAREZ,
206,1265,1995,13/04/07,A,Indeterminada,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
212,1265,2007,07/03/13,A,Indeterminada,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,4873,1995,13/04/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,751,1995,17/04/07,A,SAN CARLOS DE BARILOCHE,COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,6447,1995,17/04/07,A,SANTA TERESITA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,493,1995,17/04/07,A,AZUL,ESCUELA INDUSTRIAL Nº4 CENTRO DE CAPACITACION TECNICA Nº5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,2000,1995,17/04/07,A,MAR DEL PLATA,COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA,Bachiller Modalidad Ciencias Naturales
206,2599,1995,17/04/07,A,AZUL,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,6489,1995,17/04/07,A,MAR DEL PLATA,25 DE MAYO,
212,6489,2007,10/02/11,A,MAR DEL PLATA,25 DE MAYO,
206,5241,1995,18/04/07,A,TRES ARROYOS,COL. NACIONAL MONS. DR. PABLO CABRERA,
206,3799,1995,23/04/07,A,RIO GRANDE,COLEGIO EL TRANSITO,
206,703,1995,23/04/07,A,,ESCUELA MIXTA SUPERIOR NORMAL SARMIENTO,
208,703,2010,11/03/13,A,,ESCUELA MIXTA SUPERIOR NORMAL SARMIENTO,
213,703,2014,30/03/15,A,,ESCUELA MIXTA SUPERIOR NORMAL SARMIENTO,
206,4867,1995,24/04/07,A,MAR DEL PLATA,E.N.E.T. Nº 5,
212,4867,2007,10/02/11,A,MAR DEL PLATA,E.N.E.T. Nº 5,
206,605,1995,27/04/07,A,OLAVARRIA,ESC. V. SARSFIELD MENDOZA,
206,6544,1995,02/05/07,A,BAHIA BLANCA,ESCUELA INDUSTRIAL Nº4 CENTRO DE CAPACITACION TECNICA Nº5,
206,6464,1995,04/05/07,A,AZUL,ESCUELA INDUSTRIAL Nº4 CENTRO DE CAPACITACION TECNICA Nº5,
206,5903,1995,08/05/07,N,RIO GALLEGOS,COLEGIO SEC.AUGUSTO PULENTA,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,632,1995,08/05/07,E,,ESCUELA NORMAL NACIONAL REGIONAL GRAL. SAN MARTIN,
206,4993,1995,18/05/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,2336,1995,22/05/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,3063,1995,14/06/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
212,896,2007,31/08/07,A,GENERAL ALVEAR,ESCUELA NACIONAL NORMAL SUPERIOR ´GRAL. DON JOSE DE SAN MARTIN´,BACHILLER CON ORIENTACION DOCENTE
212,1429,2007,31/08/07,A,TANDIL,COLEGIO SEC.AUGUSTO PULENTA,TÉCNICO ELECTROMECANICO
212,2730,2007,13/12/07,A,Indeterminada,E.P.E.T. Nº 3  RAWSON,BACHILLER
206,696,1995,14/03/08,A,MIRAMAR,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.
211,3129,2004,14/03/08,A,ROSARIO,ESC. N.M. GRAL. SAN MARTIN,PERITO MERCANTIL
206,4457,1995,14/03/08,A,AZUL,ESCUELA INDUSTRIAL Nº4 CENTRO DE CAPACITACION TECNICA Nº5,
212,4457,2007,09/02/10,A,AZUL,ESCUELA INDUSTRIAL Nº4 CENTRO DE CAPACITACION TECNICA Nº5,
211,853,2004,14/03/08,A,SALADILLO,ESCUELA COMERCIAL FEMENINA SANTA MARIA G 19,PERITO MERCANTIL
206,6446,1995,14/03/08,A,MAR DEL PLATA,COLEGIO JOSE MANUEL ESTRADA,
206,1920,1995,14/03/08,A,TRES ARROYOS,ESCUELA TECNICA OBRERO ARGENTINO,BACHILLER EN HUMANIDADES Y CS SOCIALES
206,367,1995,14/03/08,E,MAR DEL PLATA,COLEGIO JOSE MANUEL ESTRADA,
206,6248,1995,14/03/08,A,BALCARCE,ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,1445,1995,14/03/08,A,SAN ANDRES DE GILES,ESC. SUPERIOR SARMIENTO,
206,2140,1995,14/03/08,A,TANDIL,ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI,
206,5420,1995,14/03/08,A,TRENQUE LAUQUEN,ESCUELA DE FRUTICULTURA Y ENOLOGIA,Bachiller Modalidad Ciencias Naturales
211,5966,2004,14/03/08,A,BRAGADO,ESCUELA DE COMERCIO AMERICA,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
211,4476,2004,14/03/08,A,Indeterminada,ESCUELA DE COMERCIO AMERICA,PERITO MERCANTIL
206,2874,1995,14/03/08,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,2881,1995,14/03/08,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
207,504,1997,14/03/08,A,OLAVARRIA,COLEGIO SECUNDARIO CACIQUE ANGACO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,504,1995,14/08/08,A,OLAVARRIA,COLEGIO SECUNDARIO CACIQUE ANGACO,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,2246,2004,14/03/08,A,SALADILLO,ESCUELA COMERCIAL FEMENINA SANTA MARIA G 19,PERITO MERCANTIL
206,1968,1995,14/03/08,A,MAR DEL PLATA,COLEGIO INMACULADA,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,4109,1995,14/03/08,A,MAR DEL PLATA,ESCUELA INDUSTRIAL DE LA NACION C.S. MENDOZA,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,6052,1995,14/03/08,A,MAR DEL PLATA,COLEGIO LA SAGRADA FAMILIA - DIPREGEP Nº 6304,Bachiller Modalidad Humanidades y Ciencias Sociales
211,3901,2004,14/03/08,A,OLAVARRIA,,TÉCNICO MECANICO ELECTRICISTA
211,4110,2004,14/03/08,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,PERITO MERCANTIL
206,6290,1995,14/03/08,E,OLAVARRIA,INSTITUTO PRIVADO JOSÉ MANUEL ESTRADA DIPREGEP 4543,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,724,2004,14/03/08,A,AZUL,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,2776,2004,14/03/08,E,VENADO TUERTO,,BACHILLER EN INFORMATICA
211,2431,2004,14/03/08,A,BRAGADO,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,4004,1995,14/03/08,E,AYACUCHO,ANGEL DOMINGO ROJAS,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2313,1995,14/03/08,E,MAR DEL PLATA,E.N.E.T. Nº 5,
211,3542,2004,14/03/08,A,SAN SALVADOR DE JUJUY,ESCUELA DE EDUCACION TECNICA Nº 1 ING. ROGELIO BOERO,BACHILLER
206,3356,1995,14/03/08,A,AVELLANEDA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,
206,5870,1995,14/03/08,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,240,1995,14/03/08,A,AZUL,INSTITUTO LA ASUNCION,
213,240,2014,07/04/15,A,AZUL,INSTITUTO LA ASUNCION,
211,4157,2004,14/03/08,A,LUJAN,ESCUELA DE COMERCIO NICOLAS ECHEZARRETA,
206,4500,1995,14/03/08,E,OLAVARRIA,INSTITUTO SANTA TERESA,Bachiller Modalidad Humanidades y Ciencias Sociales
205,2825,2004,14/03/08,A,Indeterminada,,
207,3985,1997,14/03/08,A,LANUS,ESCUELA NACIONAL DE EDUCACION TECNICA N4 DE SAN JUAN,Bachiller Pedagógico
206,3184,1995,14/03/08,A,OLAVARRIA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,6384,1995,14/03/08,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,
211,3986,2004,14/03/08,A,AZUL,COLEGIO SANTO DOMINGO,BACHILLER
213,3986,2014,06/10/16,A,AZUL,COLEGIO SANTO DOMINGO,BACHILLER
206,4636,1995,14/03/08,A,MAR DEL PLATA,COLEGIO JOSE MANUEL ESTRADA,
206,3033,1995,14/03/08,A,TANDIL,COLEGIO CENTRAL UNIVERSITARIO MARIANO MORENO,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,2845,2004,14/03/08,A,CHIVILCOY,,
206,4437,1995,14/03/08,A,OLAVARRIA,,
211,139,2004,14/03/08,A,TRES ARROYOS,ESCUELA AGROTECNICA SARMIENTO,PERITO MERCANTIL C/ESP. CONTABLE E IMPOSITIVA
211,2029,2004,14/03/08,A,RIO CUARTO,RAUL B DIAZ,BACHILLER
209,6336,2006,14/03/08,A,,ENET NO. 1 PLOTTIER,
206,2660,1995,14/03/08,A,MAR DEL PLATA,COLEGIO SEC ANA PEREZ CIANI,
206,746,1995,14/03/08,A,TANDIL,ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,5776,1995,14/03/08,N,MAR DEL PLATA,COLEGIO JOSE MANUEL ESTRADA,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
211,3740,2004,14/03/08,A,AZUL,ESCUELA INDUSTRIAL Nº4 CENTRO DE CAPACITACION TECNICA Nº5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
205,1689,2004,14/03/08,E,OLAVARRIA,UNIVERSIDAD NACIONAL DEL CENTRO,"Bachiller, Modalidad Arte, Diseño y Comunicación"
206,5458,1995,14/03/08,E,MAR DEL PLATA,INSTITUTO HUMBOLDT,Bachiller Modalidad Humanidades y Ciencias Sociales
206,5711,1995,14/03/08,A,OLAVARRIA,,
203,5765,2009,14/03/08,E,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
211,1232,2004,14/03/08,A,NECOCHEA,ESCUELA NORMAL SUPERIOR SARMIENTO,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,3403,2004,14/03/08,A,VENADO TUERTO,,BACHILLER EN CIENCIAS FISICO-MATEMATICAS
206,1619,1995,14/03/08,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
211,441,2004,14/03/08,A,BAHIA BLANCA,INSTITUTO SAN VICENTE DE PAUL,BACHILLER PERITO MERCANTIL
206,712,1995,14/03/08,A,MAR DEL PLATA,ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ,
206,6322,1995,14/03/08,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,Bachiller Modalidad Ciencias Naturales
206,2822,1995,14/03/08,A,ADOLFO GONZALES CHAVES,INSTITUTO DOMINGO F.SARMIENTO,Bachiller Modalidad Humanidades y Ciencias Sociales
208,2822,2010,17/02/17,A,ADOLFO GONZALES CHAVES,INSTITUTO DOMINGO F.SARMIENTO,Bachiller Modalidad Humanidades y Ciencias Sociales
211,944,2004,14/03/08,A,Ciudad Autónoma de Buenos Aires,,TÉCNICO ELECTROMECANICO
211,711,2004,14/03/08,E,BRAGADO,ESCUELA DE COMERCIO MANUEL BELGRANO,Bachiller Modalidad Humanidades y Ciencias Sociales
206,4255,1995,14/03/08,A,BALCARCE,COLEGIO NACIONAL DR DIEGO DE SALINAS,Bachiller Modalidad Humanidades y Ciencias Sociales
206,6335,1995,14/03/08,A,MAR DEL PLATA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2876,1995,14/03/08,E,MAR DEL PLATA,E.N.E.T. Nº 5,Bachiller Comercial
206,2327,1995,14/03/08,A,TANDIL,COLE. NACIONAL,
206,6068,1995,14/03/08,A,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
213,6068,2014,03/04/17,A,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
211,6483,2004,14/03/08,A,CHIVILCOY,,PERITO MERCANTIL NACIONAL
211,4902,2004,14/03/08,A,BAHIA BLANCA,LICEO NAC. SARMEINTO,BACHILLER CON CAPACITACION LABORAL CONTABLE IMPOSITIVO
206,2682,1995,14/03/08,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,
206,2614,1995,14/03/08,A,BENITO JUAREZ,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,3198,1995,14/03/08,A,AZUL,ESCUELA NACIONAL DE EDUCACION TECNICA Nº 1 ¨VICENTE PEREDA¨,TÉCNICO MECANICO ELECTRICISTA
206,4716,1995,14/03/08,E,,ESCUELA INSDUSTRIAL Nº 5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
204,4494,2003,14/03/08,A,TRELEW,INSTITUTO PRIVADO PBRO. FRANCISCO PEREZ HERNANDEZ,PERITO MERCANTIL C/ESP. CONTABLE IMPOSITIVA
206,3893,1995,14/03/08,A,MAR DEL PLATA,COLEGIO DE BELEN,Bachiller Modalidad Economía y Gestión de las Organizaciones
201,4304,2004,14/03/08,A,OLAVARRIA,COLEGIO NACIONAL MELITON CARVAJAL,
206,4027,1995,14/03/08,A,Indeterminada,,
206,695,1995,14/03/08,A,NECOCHEA,ESCUELA DE COMERCIO N2,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,3062,1995,14/03/08,A,QUILMES,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,6273,1995,14/03/08,E,BALCARCE,ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ,BACHILLER EN CIENCIAS NATURALES
206,480,1995,14/03/08,N,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,
206,5552,1995,14/03/08,A,MAR DEL PLATA,COLEGIO JOSE MANUEL ESTRADA,
206,44,1995,14/03/08,A,BALCARCE,ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ,
206,1115,1995,14/03/08,A,BENITO JUAREZ,COLEGIO MARIANO MORENO,Bachiller Modalidad Humanidades y Ciencias Sociales
213,1115,2014,15/03/16,A,BENITO JUAREZ,COLEGIO MARIANO MORENO,Bachiller Modalidad Humanidades y Ciencias Sociales
206,4115,1995,14/03/08,A,CORONEL PRINGLES,COLEGIO BERNARDO O'HIGGINS COQUIMBO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2549,1995,14/03/08,N,Indeterminada,ESCUELA INSDUSTRIAL Nº 5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,6278,1995,14/03/08,E,RAUCH,COLEGIO SECUNDARIO JUAN PABLO II,Bachiller Modalidad Ciencias Naturales
208,6278,2010,18/02/15,A,RAUCH,COLEGIO SECUNDARIO JUAN PABLO II,Bachiller Modalidad Ciencias Naturales
206,3772,1995,14/03/08,A,TANDIL,ESC. SUPERIOR SARMIENTO,
206,4630,1995,14/03/08,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,318,1995,14/03/08,A,MAR DEL PLATA,,
206,3416,1995,14/03/08,A,,ESCUELA INSDUSTRIAL Nº 5,BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.
211,2520,2004,14/03/08,A,ALMIRANTE BROWN,ESCUELA DE COMERCIO ALFONSINA ESTORNI,BACHILLER CON ORIENTACION EN CIENCIAS EXACTAS
206,1777,1995,14/03/08,A,OLAVARRIA,,
212,1777,2007,13/02/15,A,OLAVARRIA,,
206,4237,1995,14/03/08,A,OLAVARRIA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.
211,5739,2004,14/03/08,E,BRAGADO,ESCUELA DE COMERCIO MANUEL BELGRANO,Bachiller Modalidad Ciencias Naturales
206,5898,1995,14/03/08,A,AZUL,COLEGIO ¨MARIANO MORENO¨,
206,834,1995,14/03/08,E,NECOCHEA,ESCUELA TECNICA Nº 2 GRAL. MARIANO NECOCHEA,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,4559,1995,14/03/08,A,NECOCHEA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.
206,5019,1995,14/03/08,A,BALCARCE,ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ,
206,3057,1995,14/03/08,A,MAR DEL PLATA,COLEGIO SEC. ANA PEREZ CIANI,
209,1746,2006,14/03/08,A,Indeterminada,,BACHILLER
203,1746,2006,04/02/09,A,Indeterminada,,BACHILLER
204,1746,2003,12/03/09,A,Indeterminada,,BACHILLER
212,1746,2007,10/03/11,A,Indeterminada,,BACHILLER
211,5562,2004,14/03/08,A,PUERTO BELGRANO,ESCUELA AGROTECNICA 25 DE MAYO,"BACHILLER MODALIDAD COMUNICACION, ARTE Y DISEÑO"
211,4083,2004,14/03/08,A,BAHIA BLANCA,ESCUELA AGROTECNICA DR. MANUEL BELGRANO,Bachiller en Ciencias Sociales
211,4229,2004,14/03/08,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,
211,1303,2004,14/03/08,A,BOLIVAR,ESCUELA DE COMERCIO EUSEBIO DE DOJORTI,BACHILLER CONTABLE
206,998,1995,14/03/08,A,SANTA TERESITA,ESCUELA NACIONAL ERNESTO SABATO,
206,6299,1995,14/03/08,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,
213,6299,2014,07/03/17,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,
206,1185,1995,14/03/08,A,LA PLATA,ESCUELA INSDUSTRIAL Nº 5,
206,5137,1995,14/03/08,E,OLAVARRIA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,1663,1995,14/03/08,A,SAN CLEMENTE DEL TUYU,ESC. SILVINO MARTINEZ,"BACHILLER MODALIDAD COMUNICACION, ARTE Y DISEÑO"
204,1663,2003,14/03/08,A,SAN CLEMENTE DEL TUYU,ESC. SILVINO MARTINEZ,"BACHILLER MODALIDAD COMUNICACION, ARTE Y DISEÑO"
212,1663,2007,17/03/10,A,SAN CLEMENTE DEL TUYU,ESC. SILVINO MARTINEZ,"BACHILLER MODALIDAD COMUNICACION, ARTE Y DISEÑO"
206,3350,1995,14/03/08,N,MAR DEL PLATA,COLEGIO MARIANO MORENO,
206,2055,1995,14/03/08,A,TANDIL,ESCUELA TECNICA Nº 1 ING. M. A. ELPUERTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,215,1995,14/03/08,A,NECOCHEA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,6326,1995,14/03/08,A,Indeterminada,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,TÉCNICO EN COMPUTACION
206,2491,1995,14/03/08,A,BOLIVAR,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.
211,1354,2004,14/03/08,A,SANTIAGO DEL ESTERO,ESCUELA JUAN PABLO ECHAGUE,PERITO MERCANTIL C/ESP. EN TEC. BANC. E IMPOSITIVA
206,3537,1995,14/03/08,A,TANDIL,COL. NAC. A. ALVAREZ,
211,6015,2004,14/03/08,A,AMERICA,ESCUELA COMERCIAL FEMENINA SANTA MARIA DE ORO G-19,Bachiller Modalidad Ciencias Naturales
211,4147,2004,14/03/08,A,AYACUCHO,ANGEL DOMINGO ROJAS,BACHILLER EN CIENCIAS EXACTAS Y NATURALES
211,4540,2004,14/03/08,A,ROJAS,COLEGIO PROVINCIAL DE ZONDA,BACHILLER CON ORIENTACION DOCENTE
206,4405,1995,14/03/08,A,OLAVARRIA,COL. NACIONAL MONS. DR. PABLO CABRERA,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,1431,1995,14/03/08,A,ADOLFO GONZALES CHAVES,,
205,5258,2004,14/03/08,A,,ESCUELA COMERCIAL EJERCITO DE LOS ANDES,Bachiller Modalidad Economía y Gestión de las Organizaciones
201,5258,2004,06/03/09,E,,ESCUELA COMERCIAL EJERCITO DE LOS ANDES,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,5258,2004,28/12/12,A,,ESCUELA COMERCIAL EJERCITO DE LOS ANDES,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,3399,1995,14/03/08,E,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
208,3399,2010,01/04/14,A,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,5006,1995,14/03/08,A,NECOCHEA,COLEGIO NACIONAL Nº1 DE ROSARIO DOMINGO FAUSTINO SARMIENTO,Bachiller Modalidad Humanidades y Ciencias Sociales
206,460,1995,14/03/08,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,
206,5002,1995,14/03/08,A,MAR DEL PLATA,ANGEL DOMINGO ROJAS,
205,5002,2004,23/02/10,A,MAR DEL PLATA,ANGEL DOMINGO ROJAS,
201,5002,2004,01/03/13,A,MAR DEL PLATA,ANGEL DOMINGO ROJAS,
206,3488,1995,01/04/08,E,OLAVARRIA,ESCUELA DE COMERCIO ALFONSINA ESTORNI,
206,2664,1995,14/03/08,A,AZUL,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,
206,3826,1995,18/03/08,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
211,2314,2004,14/03/08,A,CORDOBA,COLEGIO SEC. JESUS DE LA BUENA ESPERANZA,PERITO MERCANTIL
211,3316,2004,14/03/08,A,SALTA,ESC. Nº4 NICOLAS AVELLANEDA,PERITO MERCANTIL C/ESPECI.CONTABLE IMPOS
211,778,2004,14/03/08,A,DAIREAUX,COLEGIO SECUNDARIO DR. DIEGO DE SALINAS,EXPERTO AGROPECUARIO
211,2400,2004,14/03/08,A,ARIAS,SANTA ROSA DE LIMA,BACHILLER EN INFORMATICA
211,5352,2004,14/03/08,A,ARIAS,,PERITO EN TECNICAS BANCARIAS E IMPOSITIVAS
211,2090,2004,14/03/08,A,FORMOSA,ESC. NORMAL BELGRANO,PERITO MERCANTIL NACIONAL
211,4125,2004,14/03/08,A,SALADILLO,COLEGIO MONSEÑOR JOSE AMERICO ORZALI,BACHILLER
211,5661,2004,14/03/08,A,SALADILLO,ESCUELA COMERCIAL FEMENINA SANTA MARIA G 19,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
211,3495,2004,14/03/08,A,SALADILLO,ESCUELA COMERCIAL FEMENINA SANTA MARIA G 19,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
211,2965,2004,14/03/08,A,COSQUIN,,PERITO MERCANTIL
206,4328,1995,14/03/08,A,OLAVARRIA,ESCUELA DE COMERCIO GENERAL SAN MARTIN,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,5419,1995,14/03/08,A,MAR DEL PLATA,ESCUELA MIXTA SUPERIOR NORMAL SARMIENTO,
206,4164,1995,14/03/08,A,BENITO JUAREZ,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
211,982,2004,14/03/08,A,EL QUEBRACHAL,EPET N1,BACHILLER
211,2708,2004,14/03/08,A,CLORINDA,NUESTRA SEÑORA DEL CARMEN,TÉCNICO EN ADMINISTRACION DE EMPRESAS
211,5871,2004,14/03/08,A,CHOELE CHOEL,LICEO NAC. SARMEINTO,PERITO MERCANTIL
211,1093,2004,14/03/08,A,CHIVILCOY,ESC.NAC. DE COMERCIO P. E. ARAMBURU,BACHILLER EN CIENCIAS EXACTAS Y NATURALES
211,3081,2004,14/03/08,A,ADOLFO GONZALES CHAVES,COLEGIO NACIONAL DR DIEGO DE SALINAS,BACHILLER
211,2951,2004,14/03/08,A,SALADILLO,COLEGIO MONSEÑOR JOSE AMERICO ORZALI,BACHILLER NAC. BILINGÜE MODALIZADO EN CIENCIAS Y LETRAS
211,4006,2004,14/03/08,A,BAHIA BLANCA,COLEGIO SEC SAN FRANCISCO DE ASIS,PERITO MERCANTIL
206,5666,1995,14/03/08,A,OLAVARRIA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,3593,1995,14/03/08,A,OLAVARRIA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,17,1995,14/03/08,A,OLAVARRIA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,2773,1995,14/03/08,E,,COLEGIO NACIONAL Nº 19 LUIS PASTEUR,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2977,1995,14/03/08,A,NECOCHEA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
211,6040,2004,14/03/08,A,SALADILLO,ESCUELA COMERCIAL FEMENINA SANTA MARIA G 19,PERITO MERCANTIL
206,3881,1995,14/03/08,A,MAR DEL PLATA,COLEGIO JOSE MANUEL ESTRADA,
206,2892,1995,14/03/08,E,,COL. NACIONAL MONS. DR. PABLO CABRERA,Bachiller Modalidad Economía y Gestión de las Organizaciones
212,2892,2007,29/03/11,A,,COL. NACIONAL MONS. DR. PABLO CABRERA,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2031,1995,14/03/08,N,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
